tipo_Nueva;tipo_Usada;tipo_propiedad_apartaestudio;tipo_propiedad_apartamento;tipo_propiedad_casa;tipo_propiedad_finca;ubicacion_el carmen de viboral;ubicacion_el retiro;ubicacion_guarne;ubicacion_la ceja;ubicacion_llanogrande;ubicacion_marinilla;ubicacion_rionegro;ubicacion_san antonio de pereira;ubicacion_santuario;antiguedad_0;antiguedad_1 a 8 aÃ±os;antiguedad_16 a 30 aÃ±os;antiguedad_9 a 15 aÃ±os;antiguedad_Menos de 1 aÃ±o;antiguedad_MÃ¡s de 30 aÃ±os;area_m2;banos;garajes;estrato;balcon;zonas_verdes;en_conjunto_cerrado;zona_infantil;supermercados_ccomerciales;colegios_universidades;trans_publico_cercano
0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;2150.0;6.0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
