tipo_Nueva;tipo_Usada;tipo_propiedad_apartaestudio;tipo_propiedad_apartamento;tipo_propiedad_casa;tipo_propiedad_finca;ubicacion_el carmen de viboral;ubicacion_el retiro;ubicacion_guarne;ubicacion_la ceja;ubicacion_llanogrande;ubicacion_marinilla;ubicacion_rionegro;ubicacion_san antonio de pereira;ubicacion_santuario;area_m2;banos;estrato;habitaciones
0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;2150.0;6.0;0;5.0
